"module name","license","repository"
"@rolldown/binding-linux-x64-gnu@1.0.0-rc.17","MIT","https://github.com/rolldown/rolldown"
"@rolldown/pluginutils@1.0.0-rc.17","MIT","https://github.com/rolldown/rolldown"
"@rolldown/pluginutils@1.0.0-rc.7","MIT","https://github.com/rolldown/rolldown"
"@tailwindcss/node@4.2.4","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide-linux-x64-gnu@4.2.4","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/oxide@4.2.4","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tailwindcss/vite@4.2.4","MIT","https://github.com/tailwindlabs/tailwindcss"
"@tybys/wasm-util@0.10.1","MIT","https://github.com/toyobayashi/wasm-util"
"@types/estree@1.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@19.2.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@19.2.14","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@vitejs/plugin-react@6.0.1","MIT","https://github.com/vitejs/vite-plugin-react"
"acorn-jsx@5.3.2","MIT","https://github.com/acornjs/acorn-jsx"
"acorn@8.16.0","MIT","https://github.com/acornjs/acorn"
"ajv@6.15.0","MIT","https://github.com/ajv-validator/ajv"
"all-in@0.0.0","UNLICENSED",""
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"autoprefixer@10.5.0","MIT","https://github.com/postcss/autoprefixer"
"axios@1.15.2","MIT","https://github.com/axios/axios"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"baseline-browser-mapping@2.10.23","Apache-2.0","https://github.com/web-platform-dx/baseline-browser-mapping"
"brace-expansion@1.1.14","MIT","https://github.com/juliangruber/brace-expansion"
"browserslist@4.28.2","MIT","https://github.com/browserslist/browserslist"
"call-bind-apply-helpers@1.0.2","MIT","https://github.com/ljharb/call-bind-apply-helpers"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"caniuse-lite@1.0.30001791","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chart.js@4.5.1","MIT","https://github.com/chartjs/Chart.js"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie@1.1.1","MIT","https://github.com/jshttp/cookie"
"cross-spawn@7.0.6","MIT","https://github.com/moxystudio/node-cross-spawn"
"csstype@3.2.3","MIT","https://github.com/frenic/csstype"
"date-fns@4.1.0","MIT","https://github.com/date-fns/date-fns"
"debug@4.4.3","MIT","https://github.com/debug-js/debug"
"deep-is@0.1.4","MIT","https://github.com/thlorenz/deep-is"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"detect-libc@2.1.2","Apache-2.0","https://github.com/lovell/detect-libc"
"dunder-proto@1.0.1","MIT","https://github.com/es-shims/dunder-proto"
"electron-to-chromium@1.5.344","ISC","https://github.com/Kilian/electron-to-chromium"
"enhanced-resolve@5.21.0","MIT","https://github.com/webpack/enhanced-resolve"
"es-define-property@1.0.1","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.1.1","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.1.0","MIT","https://github.com/es-shims/es-set-tostringtag"
"escalade@3.2.0","MIT","https://github.com/lukeed/escalade"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"eslint-plugin-react-hooks@7.1.1","MIT","https://github.com/facebook/react"
"eslint-plugin-react-refresh@0.5.2","MIT","https://github.com/ArnaudBarre/eslint-plugin-react-refresh"
"eslint-scope@8.4.0","BSD-2-Clause","https://github.com/eslint/js"
"eslint-visitor-keys@3.4.3","Apache-2.0","https://github.com/eslint/eslint-visitor-keys"
"eslint-visitor-keys@4.2.1","Apache-2.0","https://github.com/eslint/js"
"eslint@9.39.4","MIT","https://github.com/eslint/eslint"
"espree@10.4.0","BSD-2-Clause","https://github.com/eslint/js"
"esquery@1.7.0","BSD-3-Clause","https://github.com/estools/esquery"
"esrecurse@4.3.0","BSD-2-Clause","https://github.com/estools/esrecurse"
"estraverse@5.3.0","BSD-2-Clause","https://github.com/estools/estraverse"
"esutils@2.0.3","BSD-2-Clause","https://github.com/estools/esutils"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fdir@6.5.0","MIT","https://github.com/thecodrr/fdir"
"file-entry-cache@8.0.0","MIT","https://github.com/jaredwray/file-entry-cache"
"find-up@5.0.0","MIT","https://github.com/sindresorhus/find-up"
"flat-cache@4.0.1","MIT","https://github.com/jaredwray/flat-cache"
"flatted@3.4.2","ISC","https://github.com/WebReflection/flatted"
"follow-redirects@1.16.0","MIT","https://github.com/follow-redirects/follow-redirects"
"form-data@4.0.5","MIT","https://github.com/form-data/form-data"
"fraction.js@5.3.4","MIT","https://github.com/rawify/Fraction.js"
"function-bind@1.1.2","MIT","https://github.com/Raynos/function-bind"
"gensync@1.0.0-beta.2","MIT","https://github.com/loganfsmyth/gensync"
"get-intrinsic@1.3.0","MIT","https://github.com/ljharb/get-intrinsic"
"get-proto@1.0.1","MIT","https://github.com/ljharb/get-proto"
"glob-parent@6.0.2","ISC","https://github.com/gulpjs/glob-parent"
"globals@14.0.0","MIT","https://github.com/sindresorhus/globals"
"globals@17.5.0","MIT","https://github.com/sindresorhus/globals"
"gopd@1.2.0","MIT","https://github.com/ljharb/gopd"
"graceful-fs@4.2.11","ISC","https://github.com/isaacs/node-graceful-fs"
"gsap@3.15.0","Custom: https://gsap.com/GSAP-share-image.png","https://github.com/greensock/GSAP"
"has-flag@4.0.0","MIT","https://github.com/sindresorhus/has-flag"
"has-symbols@1.1.0","MIT","https://github.com/inspect-js/has-symbols"
"has-tostringtag@1.0.2","MIT","https://github.com/inspect-js/has-tostringtag"
"hasown@2.0.3","MIT","https://github.com/inspect-js/hasOwn"
"hermes-estree@0.25.1","MIT","https://github.com/facebook/hermes"
"hermes-parser@0.25.1","MIT","https://github.com/facebook/hermes"
"ignore@5.3.2","MIT","https://github.com/kaelzhang/node-ignore"
"import-fresh@3.3.1","MIT","https://github.com/sindresorhus/import-fresh"
"imurmurhash@0.1.4","MIT","https://github.com/jensyt/imurmurhash-js"
"is-extglob@2.1.1","MIT","https://github.com/jonschlinkert/is-extglob"
"is-glob@4.0.3","MIT","https://github.com/micromatch/is-glob"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"jiti@2.6.1","MIT","https://github.com/unjs/jiti"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"js-yaml@4.1.1","MIT","https://github.com/nodeca/js-yaml"
"jsesc@3.1.0","MIT","https://github.com/mathiasbynens/jsesc"
"json-buffer@3.0.1","MIT","https://github.com/dominictarr/json-buffer"
"json-schema-traverse@0.4.1","MIT","https://github.com/epoberezkin/json-schema-traverse"
"json-stable-stringify-without-jsonify@1.0.1","MIT","https://github.com/samn/json-stable-stringify"
"json5@2.2.3","MIT","https://github.com/json5/json5"
"keyv@4.5.4","MIT","https://github.com/jaredwray/keyv"
"levn@0.4.1","MIT","https://github.com/gkz/levn"
"lightningcss-linux-x64-gnu@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"lightningcss@1.32.0","MPL-2.0","https://github.com/parcel-bundler/lightningcss"
"locate-path@6.0.0","MIT","https://github.com/sindresorhus/locate-path"
"lodash.merge@4.6.2","MIT","https://github.com/lodash/lodash"
"lru-cache@5.1.1","ISC","https://github.com/isaacs/node-lru-cache"
"lucide-react@1.11.0","ISC","https://github.com/lucide-icons/lucide"
"magic-string@0.30.21","MIT","https://github.com/Rich-Harris/magic-string"
"math-intrinsics@1.1.0","MIT","https://github.com/es-shims/math-intrinsics"
"mime-db@1.52.0","MIT","https://github.com/jshttp/mime-db"
"mime-types@2.1.35","MIT","https://github.com/jshttp/mime-types"
"minimatch@3.1.5","ISC","https://github.com/isaacs/minimatch"
"ms@2.1.3","MIT","https://github.com/vercel/ms"
"nanoid@3.3.11","MIT","https://github.com/ai/nanoid"
"natural-compare@1.4.0","MIT","https://github.com/litejs/natural-compare-lite"
"node-releases@2.0.38","MIT","https://github.com/chicoxyzzy/node-releases"
"notyf@3.10.0","MIT","https://github.com/caroso1222/notyf"
"optionator@0.9.4","MIT","https://github.com/gkz/optionator"
"p-limit@3.1.0","MIT","https://github.com/sindresorhus/p-limit"
"p-locate@5.0.0","MIT","https://github.com/sindresorhus/p-locate"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"path-exists@4.0.0","MIT","https://github.com/sindresorhus/path-exists"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"picocolors@1.1.1","ISC","https://github.com/alexeyraspopov/picocolors"
"picomatch@4.0.4","MIT","https://github.com/micromatch/picomatch"
"postcss-value-parser@4.2.0","MIT","https://github.com/TrySound/postcss-value-parser"
"postcss@8.5.12","MIT","https://github.com/postcss/postcss"
"prelude-ls@1.2.1","MIT","https://github.com/gkz/prelude-ls"
"proxy-from-env@2.1.0","MIT","https://github.com/Rob--W/proxy-from-env"
"punycode@2.3.1","MIT","https://github.com/mathiasbynens/punycode.js"
"react-chartjs-2@5.3.1","MIT","https://github.com/reactchartjs/react-chartjs-2"
"react-dom@19.2.5","MIT","https://github.com/facebook/react"
"react-router-dom@7.14.2","MIT","https://github.com/remix-run/react-router"
"react-router@7.14.2","MIT","https://github.com/remix-run/react-router"
"react@19.2.5","MIT","https://github.com/facebook/react"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"rolldown@1.0.0-rc.17","MIT","https://github.com/rolldown/rolldown"
"scheduler@0.27.0","MIT","https://github.com/facebook/react"
"semver@6.3.1","ISC","https://github.com/npm/node-semver"
"set-cookie-parser@2.7.2","MIT","https://github.com/nfriedly/set-cookie-parser"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"source-map-js@1.2.1","BSD-3-Clause","https://github.com/7rulnik/source-map-js"
"strip-json-comments@3.1.1","MIT","https://github.com/sindresorhus/strip-json-comments"
"supports-color@7.2.0","MIT","https://github.com/chalk/supports-color"
"sweetalert2@11.26.24","MIT","https://github.com/sweetalert2/sweetalert2"
"tailwindcss@4.2.4","MIT","https://github.com/tailwindlabs/tailwindcss"
"tapable@2.3.3","MIT","https://github.com/webpack/tapable"
"tinyglobby@0.2.16","MIT","https://github.com/SuperchupuDev/tinyglobby"
"tslib@2.8.1","0BSD","https://github.com/Microsoft/tslib"
"type-check@0.4.0","MIT","https://github.com/gkz/type-check"
"update-browserslist-db@1.2.3","MIT","https://github.com/browserslist/update-db"
"uri-js@4.4.1","BSD-2-Clause","https://github.com/garycourt/uri-js"
"vite@8.0.10","MIT","https://github.com/vitejs/vite"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"word-wrap@1.2.5","MIT","https://github.com/jonschlinkert/word-wrap"
"yallist@3.1.1","ISC","https://github.com/isaacs/yallist"
"yocto-queue@0.1.0","MIT","https://github.com/sindresorhus/yocto-queue"
"zod-validation-error@4.0.2","MIT","https://github.com/causaly/zod-validation-error"
"zod@4.3.6","MIT","https://github.com/colinhacks/zod"
